,Date,AADR,COPX,CRAK,DBAW,ECON,EDC,EEM,EEMS,EMCG,EMFM,FAN,FIEG,FLN,FM,FNDE,FONE,FPXI,FWDI,GDXJ,GDXS,HAWX,HEEM,HILO,ICLN,IEMG,IFV,IQDF,JDST,KALL,KOL,LIT,PICK,QEMM,SIL,SLVP,SLX,SOCL,SOIL,TLEH,VIDI
0,2014-01-01,-0.03259262393937705,-0.047543873602437045,,,-0.09262689397677086,-0.24982577436248765,-0.07811086053555108,-0.03987471401836264,-0.0950916782251708,-0.047268440357527884,0.004424955550672315,-0.07697016839676446,-0.10290097193888156,0.0037809506091799794,-0.08006511766189081,-0.010018969258612061,,-0.010685786760227767,0.13977466484688802,,,,-0.08813403340864305,0.003480152591983574,-0.07111877220261369,0.0,-0.050363194711378616,-0.42385543703751516,,-0.06788376993018946,-0.04608960189421764,-0.06699999999999999,,0.08234805177314737,0.11015418482405111,-0.0729317430160361,0.002827396073183396,-0.028028581581840722,,-0.06776925906537881
1,2014-02-01,0.06125803826004607,0.07336348818898517,,0.029194298619524155,0.056588347230665983,0.09289357302177674,0.03377824549047648,0.04108362582668349,0.04157328218521892,0.0650020810714836,0.06942020446115128,0.11175407981200727,0.0009469484783311176,0.03343191481517612,0.01749390928571757,0.06119357149250677,,0.04366656833742894,0.16812655717328492,,,,0.0038313327019321897,0.07922689092228914,0.033820805363399924,0.0,0.05715406500966429,-0.4678378887512518,,0.027103549874646395,0.12611163762942745,0.058949624866023655,,0.1602990361020671,0.14917618851705006,0.004207124232806006,0.04887225412004482,0.05499543525220124,,0.04630025762439384
2,2014-03-01,-0.01976069984422538,-0.04100948581455362,,-0.018378030340021285,0.03713838473634844,0.11007230921650492,0.038753914613581755,0.03135662426188111,0.04935627948485852,0.03274067195410311,-0.009860399716455916,0.021759501292610207,0.08372733673071785,0.037789884589699126,0.03438631253812764,0.011703978883684497,,-0.0006914996462518732,-0.12385096610407992,,,,0.022264642373639145,0.0026857702677077484,0.03588009603062793,0.0,0.0132400842916588,0.3179279608915965,,0.016492592399007133,-0.019382585046790895,-0.017206477732793515,,-0.08446677050559391,-0.10867920091209389,0.026020013500845422,-0.12679217598341302,0.02085132303232555,,0.022332464846981044
3,2014-04-01,0.0017594592797263782,0.021929749362046235,,0.026862057350161367,-0.0037692468303379524,0.01646238057236651,0.007803127899659397,-0.0004137094038095303,0.005485997098235492,0.0246574676816452,0.016490600551388918,0.05461834899980542,-0.00722611747393633,0.0256551496396235,0.007731009887403228,-0.0012670232092240837,,-0.009342550489792037,0.007730537957615484,,,,0.01500481664355537,-0.04464259909712893,0.00977995121254527,0.0,0.028218302699432825,-0.127553090827062,,0.029204831564356496,-0.041727663667839344,0.009268820803295491,,-0.021110117116139502,-0.015241382073557332,-0.014184507341784535,-0.11852215056241427,0.009361876468481098,,0.012135963274108473
4,2014-05-01,0.014047011781075293,0.0633047921198445,,0.017835833232414687,0.024214821528354694,0.08587578707008853,0.029518556356460914,0.02358804424291491,0.03664492048455428,0.007639417037110948,0.07364990351177479,0.018847046395684425,0.05066096805756837,0.04599242600651227,0.0360566628400305,0.047322033485083626,,0.02514834247836797,-0.06547952114224387,,,,0.04130716773396487,0.04112120407019268,0.028046671067451973,0.0,0.020227049532109267,0.17977043226707454,,-0.035733096444142194,0.018334560882673778,-0.0015306632262585204,,-0.09025570790503804,-0.09028379390496581,0.0010900480298078987,0.03608839495624837,-0.009275044646263135,,0.018784972022382048
5,2014-06-01,0.01725041918011017,0.026236152215579702,,0.010124795662017258,0.02438126168286878,0.07180018219743796,0.015981084507391722,0.0056598135316453515,-0.007855365489617546,0.007202428136405246,0.016768202768860076,0.022151336168153835,0.007127794721660046,-0.07251213548310763,0.024435533160180985,0.030844090175180222,,0.004088618997253964,0.2389329076392325,,,,0.005328443261738623,0.0646318694186125,0.014720606577215984,0.0,0.0010435134010226426,-0.5462374259586803,,0.020163368992168158,0.020255019339087132,0.027082320569297845,,0.2449517570898653,0.21361072327808475,0.03919873879230836,0.09999999428608683,0.01872356184511031,,0.005100078462142018
6,2014-07-01,-0.020741578917951156,0.050147629319664426,,0.0033992031382380113,0.0032455740322731197,0.032686101952873095,0.021657177094093417,0.012213118312491576,0.033683693467196685,0.003387239675701179,-0.05247278910185217,-0.03490226731435886,0.054116858740924104,0.09126420689807561,0.009757745648320625,-0.02275640274363225,,-0.006447141919150552,-0.015617554316109186,,,,-0.005814149278775733,-0.04860445217367988,0.018777065010704252,99.82488459050188,0.003844929864329599,-0.10464487538024597,,0.001068603581375154,-0.007352980569168515,0.0427859939605474,0.013489435746351306,-0.014809565771175004,-0.0013922897847997591,0.023679616129888368,0.002553599752327863,-0.045112822150535414,,-0.007806439976329305
7,2014-08-01,0.018683980334397318,-0.05149833278327687,,0.020000046582802113,0.02264559562111312,0.08241918640751009,0.02829767380829885,0.031749229579775544,0.037823149255037346,0.016129015218210408,-0.014308330809494112,0.02891583720321211,0.02053140167531552,-0.00909332041169757,0.030780223287405862,0.045760317374643034,,0.013661063354650978,0.012019077443262255,,,,0.028725097972397348,0.052725819978556084,0.03332059471554659,0.01635989062229638,0.007399531498500367,-0.05714282795796726,,0.03255061251960891,0.01629641671260957,-0.02814876088496003,0.026171332450721896,-0.015032211020086941,0.001562516082693893,0.0012284292991691554,0.03667858955364433,0.013123388195580546,,0.01416211644374496
8,2014-09-01,-0.03487464003598664,-0.11648560170816347,,-0.01923070423968337,-0.07803164068085877,-0.22177184114490248,-0.0776740124092767,-0.04741649809417919,-0.06879858317257838,-0.05057212491008134,-0.07419365557155659,-0.057355067228886454,-0.12465482962359689,-0.007865667997504239,-0.09583331909136253,-0.04736175599233486,,-0.05626687683587037,-0.20142504790939558,,,,-0.07271659296504446,-0.0772496027428551,-0.07264629218371585,-0.06338036382780533,-0.07100397584914588,0.723362556948449,,-0.11576231018154876,-0.09329468158928185,-0.10456558151371717,-0.05777727065985869,-0.22674412914754022,-0.21840855790583866,-0.08648534098619524,-0.05405414455691374,-0.05699490254099313,,-0.05469355877837244
9,2014-10-01,0.0008223469859025672,-0.07486043627896022,,0.007304959826376368,0.04574907727177949,0.03162200050824869,0.014196082371541987,-0.03027203133261794,0.02267278442811698,-0.017884882854236343,-0.04128001657465097,-0.0019496101047865367,0.004268944569651054,-0.0401693933435348,-0.004224357996595914,0.02011564646927766,,-0.02891817743143511,-0.27215951662450033,,,0.01660443322219381,-0.002255653548304971,-0.03863835761023419,0.00779373647035504,-0.005316779547409966,0.0014211785530658374,0.9580260990492523,,-0.023962615041153316,-0.030546404952445212,-0.026864035087719215,-0.0065161635715039875,-0.18421056794863092,-0.15568879750641876,-0.037600749045351614,0.003116956839071553,-0.009157426873361593,,0.002051661795171992
10,2014-11-01,0.02702722048364905,-0.038647318497914876,,0.023282375242265094,-0.011301419703785736,-0.05337175535673293,-0.015421149253518644,-0.005237883973885435,0.010600641121748872,-0.01148064701381335,0.014572018542396188,0.01603451883416472,-0.02300414170005131,-0.04653055595826651,-0.02699573472945099,0.02315034032521438,,0.011029520385366679,0.02983254909843983,,,0.005308281360444307,-0.0190720020944064,-0.02105265880868297,-0.012889276373610939,0.01992320684361867,-0.002274391875281277,-0.41135576851418953,,-0.029341281254015885,-0.00912115055249474,-0.047887352112676064,0.008240981981180425,0.05299535856445097,0.04137120284116275,-0.08139542968824706,-0.009839412512138039,0.004621082061793035,,-0.000819000819000947
11,2014-12-01,-0.024231467462007827,-0.07537690293094057,,-0.08765393576969428,-0.06563420641382205,-0.1260951430561726,-0.0532528238304642,-0.052232575820236785,-0.03166280663846927,-0.06487782595881864,-0.08707384131683522,-0.05335259066966919,-0.12188336245673353,-0.1105979864348979,-0.07173982319576921,-0.006501753604094995,-0.05386870863671556,-0.05563645934546722,-0.05039691199115975,,,-0.04264829220693719,-0.06286457058480734,-0.05376351189396799,-0.055243077284882175,-0.03652733374613521,-0.06306969498311063,-0.22736204801679188,,-0.09500296405815993,-0.06861914888427967,-0.07455615605195731,-0.07339457876843448,0.013129135084183879,-0.005675426860671951,-0.10202534583091884,-0.057531422318201395,-0.04047840585363662,,-0.05122950819672131
