,Date,ACIM,ACWF,ARKQ,BJK,CID,CIL,CIZ,CNCR,CRAK,CUT,DBAW,DBEZ,DEEF,DEW,DNL,DOO,DUST,EFAD,EFZ,EUMV,EXI,FAN,FILL,FPA,FYLD,GEX,GHII,GOEX,GRES,GRID,HAP,HAWX,HDAW,IDHQ,IDLB,IMTM,IPKW,IQDE,IQDY,ISCF,ISRA,IVAL,JDST,KLDW,LOWC,LVL,MOTI,NLR,PIO,PIZ,PZD,RING,SEA,SGDJ,SILJ,TOLZ,VEGI,YMLP
0,2014-01-01,-0.016297595029236625,,,-0.023599448164382655,,-0.036403447674279,,,,-0.0269898351879308,,,,-0.05496321577226667,-0.05816201553075188,-0.034065249629697404,-0.31850164862214914,,0.05240966790708646,,-0.04328909187245786,0.004424955550672315,-0.06637215482671893,-0.06332070412112739,-0.051558563997770576,0.031147807059615003,,0.17909084109886697,0.008449016625733042,0.02399708292300007,-0.03322412859916854,,,-0.036494367626678764,,,,-0.04991427806868985,-0.04240163433026863,,0.0031978424736848403,,-0.42385543703751516,,,-0.03824655630377605,,0.011263225560424651,-0.032444796555571025,-0.0242094677226367,-0.03604102285038158,0.1003728125671942,-0.023887188252229047,,0.2155604335305928,,-0.06355333277195678,0.006507625280481374
1,2014-02-01,0.04935186708797622,,,0.064122389484423,,0.07419182444866325,,,,0.05352110327309125,0.029194298619524155,,,0.05322940948886138,0.06513088229932232,0.07158495507931469,-0.30446368724787976,,-0.06067556664560382,,0.04698791515287762,0.06942020446115128,0.06224053818288713,0.07455293440635385,0.05506060888438015,0.09121148668662546,,0.18118732998348666,0.05326281444292903,0.06080368933977347,0.054817856063027956,,,0.05374126647269135,,,,0.0607864212874092,0.035014964400674406,,0.06048516893214397,,-0.4678378887512518,,,0.057233621831496724,,0.06647344300518862,0.0871519101290635,0.08369522683137869,0.07360163801189624,0.10130389502360562,0.05674782662101975,,0.1774051224130853,,0.03136039034858339,-0.021551776442769555
2,2014-03-01,0.00015826959524404307,,,-0.06116876261636517,,0.05042396979917653,,,,-0.033231456383764374,-0.018378030340021285,,,0.004229135404225036,0.014549619251155074,0.005924544012716076,0.2375479091582501,,0.001828328232781303,,0.001407035965588692,-0.009860399716455916,-0.001953127284568158,0.012389389283165301,0.0007675106793379964,-0.02133800199727394,,-0.10704955338861674,-0.02109853879494056,-0.003071086620254601,0.019823117792968165,,,0.002000044387480508,,,-0.002288829357033088,-0.0022471803235191625,0.0021825473410494486,,0.011281869393034164,,0.3179279608915965,,,0.00676707381499497,,-0.02038824114226812,0.004545648687860884,-0.018579105702959172,-0.005789005729022699,-0.08014580999786498,-0.01398931170301477,,-0.17166414757213935,,0.043329481590088106,0.00914310711579502
3,2014-04-01,0.003008175725389205,,,-0.03141361717520495,,0.15570773814801095,,,,-0.025681573551956487,0.026862057350161367,,,0.03674297608335268,0.01591288428086521,0.03194946854307385,-0.0882353863184456,,-0.017944122481061357,,0.008569561351701838,0.016490600551388918,0.0735813716658745,0.018203484614383453,0.03195078824812146,-0.0337705775561637,,0.005847889925678494,0.001710580185759122,-0.017584165053754992,0.022064624507555804,,,0.01962750510862994,,,-0.005616643733495864,0.0427747593480925,0.029257619354530504,,-0.041214809210248435,,-0.127553090827062,,,0.044257778603956646,,0.0031712781825470287,-0.01892243596999352,-0.019565617617021518,-0.023291588005794443,0.017821879985018833,-0.007214307304630323,,0.009049784038814178,0.027360270095764527,-0.004007304457779393,0.01785703942034285
4,2014-05-01,0.024941072950190445,,,0.0018017967588757745,,0.04223391636541251,,,,0.027169527262315914,0.017835833232414687,,,0.013577491899743395,0.015331702484255907,0.013913708808880003,0.20288637575093543,,-0.016723387811924107,,0.018805114005189465,0.07364990351177479,0.01749887978685378,0.03657674438613767,-0.0037287377550165443,0.048693635709974696,,-0.11264531455771844,0.012295052068724579,-0.022804777381598376,0.006938940643158656,,,0.01371176515535833,,,0.04041381786978877,0.008339607030385157,0.031571420758932885,,-0.008080173960074113,,0.17977043226707454,,,0.01660627086357816,,0.002766340943812128,0.024318722049840903,0.015530366010907916,0.019454376577799005,-0.06712061416830657,0.0485213876133507,,-0.09506725901924742,0.033589188528237196,0.02560343112200585,-0.0027412958486815026
5,2014-06-01,0.007700567929923096,,,0.008193493988682883,,-0.0304755230832572,,,,-0.004342809439598274,0.010124795662017258,,,0.0024355527462586327,0.010381202013958818,-0.006665381294863107,-0.41284403257772584,,-0.011023590391491263,,-0.0038283903554880974,0.016768202768860076,0.03081349849475927,0.005326311303813112,0.019086829031527953,0.0637437781924527,,0.3136774166907815,0.010459014465933688,0.011802506625759783,0.03598774219567113,,,0.0024155037108475655,,,0.023474438096332196,0.004314843850087751,0.007221641598746117,,0.024437949854723487,,-0.5462374259586803,,,0.0014205047692362669,,0.03507383744284801,0.004912046972551273,-0.016784579809446365,0.011695637020948054,0.15328475687683804,0.008814421267449194,,0.3300296250084514,0.03621149427402591,-0.0024963628679615752,0.054902236695577616
6,2014-07-01,0.001071066388658764,,,0.0017838683758184413,,0.02936100780636981,,,,-0.04401258240818326,0.0033992031382380113,,,-0.0012099164231777055,-0.009618021932954239,-0.003677033292672843,0.016826940645895443,,0.02611466087158026,-0.024593508435684492,-0.026600568168555272,-0.05247278910185217,-0.02883642044165118,0.030265212357472714,-0.019872408405002328,-0.07984796509407081,,0.0037405328520517937,-0.0353924421336662,-0.04841884592133775,-0.02636108041641094,,,-0.013845523535829483,,,-0.03060804651350801,0.00492777864801124,0.0040042602587229996,,-0.011768455978204634,,-0.10464487538024597,,,0.00038413376243757167,,-0.044926835200455255,-0.03866978983065863,-0.03186433472155062,-0.06397602170303959,-0.008725063302166209,-0.03816843046437838,,0.007451651743949098,-0.0015779527640627771,-0.029055326460875497,-0.01436927312450767
7,2014-08-01,0.014391824729004729,,,-0.05520369355370773,,0.0489932476813307,,,,0.021982492271698365,0.020000046582802113,,,0.01254902549526159,0.013899686961736107,-0.0012090367256162359,-0.10106385952517331,,-0.0037244687338679333,0.006100076250953165,0.02283096716894884,-0.014308330809494112,0.01702272262985178,0.03904455288942464,0.009487751214595434,0.07636364708084115,,-0.03229818672425073,0.016614765594351173,0.047177767151601324,0.01619443456545809,,,0.00394133830129324,,,0.02488437290179411,0.005799295893877559,-0.0017243279546034916,,0.008046296214533068,,-0.05714282795796726,,,0.012256777742277602,,0.024516872478953636,0.02649561587150167,0.016976201998352466,0.028758053146952733,0.02561745928736057,0.046853299887756404,,-0.028846201471676262,0.03639225336570181,0.0197393392798433,0.007559595533464427
8,2014-09-01,-0.025781791935581496,,,-0.09109958963607771,,0.046065244166831616,,,,-0.045860321483706355,-0.01923070423968337,,,-0.05810668358623511,-0.04845074826920659,-0.05588065369028597,0.8658777321368152,-0.0448101253705803,0.0386293529695334,-0.03516554230732952,-0.02246094885205036,-0.07419365557155659,-0.07621074780642946,-0.06024836724883191,-0.06917295163820546,-0.08538080223746393,,-0.20603331407418854,-0.05788213140402672,-0.04880673832482632,-0.07445230623862285,,,-0.05004908546009096,,,-0.05681818508396498,-0.06414409109809123,-0.06632103171792372,,-0.00830142879210243,,0.723362556948449,,,-0.0968659840876028,,-0.011284133935855015,-0.052456257623914454,-0.05318333317783941,-0.06861492323045822,-0.18733278330979086,-0.09521709439979568,,-0.23610056875717259,-0.03773166432991475,-0.025566142097676842,-0.030055165492598346
9,2014-10-01,0.01362361156021407,,0.012108930373360291,0.05023044164402641,,-0.023853140459770154,,,,0.042109647992623914,0.007304959826376368,,,0.00953715939107629,0.015850755628246154,-0.00552118419834474,0.6649046436451757,-0.006018963517612683,-0.0014996568796654896,-0.007540860045881802,0.017839371098263113,-0.04128001657465097,-0.05705484136630437,-0.009913543549812505,-0.00966716171242023,-0.04415720101555622,,-0.22877931130724352,0.00036126717007772417,0.0164631076749025,-0.02582733772654655,,,0.011334958130567561,,,0.016053024678253626,-0.0005470812186875136,-0.005296059396999039,,0.0012878845787222565,,0.9580260990492523,,,0.019028838948230622,,0.03994478159910033,0.025646116709438112,0.009262247096530646,-0.007263021064283905,-0.21405052838432517,-0.010835796979032076,,-0.21335988633257738,0.011195614819508093,-0.0011244698573238247,-0.04794117870070123
