,0
0,1.0000098471554488
1,1.000019694407864
2,1.000029541757247
3,1.000039389203598
4,1.0000492367469183
5,1.000059084387209
6,1.000068932124471
7,1.000078779958705
8,1.0000886278899124
9,1.0000984759180938
10,1.0001083240432502
11,1.0001181722653827
12,1.0001280205844922
13,1.0001378690005798
14,1.0001477175136462
15,1.0001575661236923
16,1.0001674148307194
17,1.0001772636347281
18,1.0001871125357196
19,1.0001969615336945
20,1.0002068106286541
21,1.0002166598205993
22,1.000226509109531
23,1.0002363584954503
24,1.000246207978358
25,1.000256057558255
26,1.0002659072351425
27,1.0002757570090213
28,1.0002856068798922
29,1.0002954568477564
30,1.0003053069126149
31,1.0003151570744684
32,1.0003250073333179
33,1.0003348576891644
34,1.000344708142009
35,1.0003545586918525
36,1.0003644093386959
37,1.00037426008254
38,1.0003841109233862
39,1.000393961861235
40,1.0004038128960875
41,1.0004136640279446
42,1.0004235152568075
43,1.000433366582677
44,1.000443218005554
45,1.0004530695254394
46,1.0004629211423344
47,1.0004727728562397
48,1.0004826246671563
49,1.0004924765750853
50,1.0005023285800276
51,1.000512180681984
52,1.0005220328809556
53,1.0005318851769434
54,1.0005417375699481
55,1.000551590059971
56,1.000561442647013
57,1.000571295331075
58,1.0005811481121578
59,1.0005910009902625
60,1.00060085396539
61,1.0006107070375412
62,1.000620560206717
63,1.0006304134729187
64,1.000640266836147
65,1.0006501202964029
66,1.0006599738536874
67,1.0006698275080015
68,1.000679681259346
69,1.0006895351077219
70,1.0006993890531302
71,1.0007092430955717
72,1.0007190972350475
73,1.0007289514715585
74,1.0007388058051059
75,1.0007486602356903
76,1.000758514763313
77,1.0007683693879745
78,1.000778224109676
79,1.0007880789284187
80,1.0007979338442032
81,1.0008077888570306
82,1.0008176439669019
83,1.000827499173818
84,1.0008373544777798
85,1.0008472098787884
86,1.0008570653768445
87,1.0008669209719494
88,1.0008767766641038
89,1.0008866324533088
90,1.0008964883395652
91,1.000906344322874
92,1.0009162004032364
93,1.000926056580653
94,1.000935912855125
95,1.0009457692266532
96,1.0009556256952385
97,1.0009654822608822
98,1.000975338923585
99,1.0009851956833478
100,1.0009950525401716
101,1.0010049094940574
102,1.0010147665450062
103,1.001024623693019
104,1.0010344809380964
